Binomial name
Caulobacter daechungensis
Salinimicrobium soli
Cohnella saccharovorans
Ferrimonas gelatinilytica
Novosphingobium colocasiae
Novosphingobium arvoryzae
Streptomyces chitinivorans
Arthrobacter ruber
Rufibacter glacialis
Streptosporangium sandarakinum
Tenacibaculum xiamenense
Psychrobacillus psychrodurans
Flavobacterium cutihirudinis
Paenibacillus shirakamiensis
Loigolactobacillus iwatensis
Melaminivora jejuensis
Halopenitus malekzadehii
Paraperlucidibaca wandonensis
Pyrodictium delaneyi
Enterococcus alcedinis
Nocardioides salsibiostraticola
Methanospirillum stamsii
Hymenobacter marinus
Spelaeicoccus albus
Aliiruegeria haliotis
Shimia haliotis
Lactococcus formosensis
Amnibacterium soli
Planktomarina temperata
Desulfolucanica intricata
Janibacter cremeus
Zhihengliuella flava
Paramagnetospirillum marisnigri
Algibacter undariae
Yoonia sediminilitoris
Mycolicibacterium sediminis
Mycolicibacterium arabiense
Bosea minatitlanensis
Ornithinimicrobium flavum
Leucobacter ruminantium
Geobacillus uzenensis
Secundilactobacillus silagei
Falsochrobactrum ovis
Cohnella lupini
Paenibacillus endophyticus
Luteimonas pelagia
Luteibaculum oceani
Shimia biformata
Mucilaginibacter yixingensis
Lactiplantibacillus mudanjiangensis
Lacticaseibacillus songhuajiangensis
Paucilactobacillus nenjiangensis
Intestinimonas butyriciproducens
Algimonas ampicilliniresistens
Arcanobacterium phocisimile
Mucilaginibacter gynuensis
Gracilimonas mengyeensis
Taibaiella smilacinae
Parapedobacter pyrenivorans
Flavobacterium keumense
Flavobacterium commune
Paenibacillus etheri
Agromyces bauzanensis
Gracilimonas rosea
Reinekea marina
Limnobacter thiooxidans
Rhizobium calliandrae
Rhizobium mayense
Brevundimonas albigilva
Thermoanaerobaculum aquaticum
Desulfocurvus thunnarius
Lacibacter daechungensis
Jejudonia soesokkakensis
Streptomonospora nanhaiensis
Streptomonospora sediminis
Sphingobacterium changzhouense
Kallotenue papyrolyticum
Paenibacillus silvae
Paenibacillus segetis
Formosa undariae
Brevundimonas vancanneytii
Oikeobacillus pervagus
Robertmurraya andreesenii
Lysobacter psychrotolerans
Amorphus suaedae
Desertibacillus haloalkaliphilus
Mobilisporobacter senegalensis
Bifidobacterium aesculapii
Arenicella chitinivorans
Novosphingobium lindaniclasticum
Tessaracoccus aquimaris
Pontibacter toksunensis
Pacificibacter aestuarii
Zunongwangia mangrovi
Gordonibacter urolithinfaciens
Neoroseomonas eburnea
Clostridium massiliamazoniense
Naumannella cuiyingiana
Methanobrevibacter boviskoreani
Actinotalea caeni
Asprobacter aquaticus
Nocardioides endophyticus
Paenibacillus eucommiae
Paenibacillus oceanisediminis
Jeotgalibacillus alimentarius
Salinigranum salinum
Salinirubellus salinus
Consotaella salsifontis
Nitrincola alkalisediminis
Izhakiella capsodis
Ligilactobacillus equi
Puzihella rosea
Clostridium neonatale
Ectobacillus funiculus
Terrilactibacillus laevilacticus
Haloimpatiens lingqiaonensis
Thermogemmatispora carboxidivorans
Pseudacidobacterium ailaaui
Winogradskyella sediminis
Desulforamulus profundi
Halopiger thermotolerans
Neolewinella maritima
Formosimonas limnophila
Aridibacter kavangonensis
Algisphaera agarilytica
Paludisphaera borealis
Paenibacillus terreus
Desulfuribacillus stibiiarsenatis
Flavobacterium paronense
Salinarchaeum chitinilyticum
Rhizobium gei
Desulforamulus aquiferis
Microvirga zambiensis
Beijerinckia doebereinerae
Brevibacterium salitolerans
Alkalispirochaeta cellulosivorans
Hymenobacter mucosus
Tepidibacillus decaturensis
Anaerosolibacter carboniphilus
Aquimarina versatilis
Maribacter pelagius
Pontibacter amylolyticus
Halomicroarcula pellucida
Intrasporangium flavum
Dethiosulfatarculus sandiegensis
Nocardia rayongensis
Flavobacterium fluminis
Glycocaulis abyssi
Psychroserpens luteus
Aliidiomarina iranensis
Fluviicoccus keumensis
Nesterenkonia aurantiaca
Peptoniphilus stercorisuis
Chenggangzhangella methanolivorans
Magnetospirillum moscoviense
Athalassotoga saccharophila
Salinicola rhizosphaerae
Alkalihalobacillus alcalophilus
Gemmobacter aestuarii
Idiomarina tyrosinivorans
Alteribacillus alkaliphilus
Stenotrophomonas bentonitica
Defluviitalea raffinosedens
Novosphingobium lentum
Alkaliphilus namsaraevii
Brevitalea aridisoli
Saccharopolyspora kobensis
Pseudoduganella ginsengisoli
Bacteroides caecicola
Mobilitalea sibirica
Phycicoccus ginsengisoli
Thiomicrorhabdus psychrophila
Scopulibacillus daqui
Kineothrix alysoides
Butyricimonas faecihominis
Streptomyces daqingensis
Thiomicrospira cyclica
Mucilaginibacter fluminis
Virgibacillus pantothenticus
Paenibacillus liaoningensis
Sphingobacterium griseoflavum
Croceibacterium xixiisoli
Paenibacillus dongdonensis
Conyzicola nivalis
Anaeromicrobium sediminis
Spirochaeta lutea
Advenella alkanexedens
Planktotalea arctica
Leucothrix arctica
Halopiger aswanensis
Crenalkalicoccus roseus
Martelella endophytica
Nonomuraea thermotolerans
Thermostaphylospora grisealba
Metabacillus mangrovi
Flavobacterium gilvum
Flavisolibacter tropicus
Leucobacter holotrichiae
Chelatococcus reniformis
Methyloterricola oryzae
Hathewaya histolytica
Belliella buryatensis
Paenibacillus arachidis
Pseudomonas populi
Tianweitania sediminis
Gaetbulibacter aestuarii
Gottschalkia purinilytica
Pedobacter lusitanus
Aminobacter ciceronei
Brevibacillus halotolerans
Novosphingobium piscinae
Romboutsia hominis
Stutzerimonas tarimensis
Plastoroseomonas arctica
Oceanispirochaeta litoralis
Marinagarivorans algicola
Colwellia marinimaniae
Sphingobacterium nematocida
Neolewinella xylanilytica
Erysipelothrix larvae
Ahrensia marina
Gottfriedia solisilvae
Halomonas sediminicola
Brachybacterium horti
Nocardioides albidus
Pedobacter humi
Neolewinella lacunae
Polaribacter lacunae
Winogradskyella maritima
Nocardia xestospongiae
Aurantimonas endophytica
Metabacillus litoralis
Hymenobacter frigidus
Mucilaginibacter psychrotolerans
Massilia glaciei
Pseudactinotalea suaedae
Pseudofulvibacter gastropodicola
Testudinibacter aquarius
Hymenobacter coalescens
Lacimicrobium alkaliphilum
Aquisalinus flavus
Planktosalinus lacus
Psychroflexus salis
Psychroflexus planctonicus
Oryzisolibacter propanilivorax
Mucilaginibacter roseus
Streptomyces fuscigenes
Arthrobacter echini
Paracoccus tegillarcae
Saccharopolyspora subtropica
Luteimonas terrae
Pseudahrensia todarodis
Pseudogracilibacillus endophyticus
Flavobacterium collinsense
Hathewaya limosa
Emticicia aquatilis
Balneicella halophila
Pandoraea terrae
Paenibacillus yunnanensis
Dinghuibacter silviterrae
Paenibacillus cathormii
Subsaxibacter arcticus
Pseudoflavitalea soli
Faecalicatena orotica
Corynebacterium lowii
Corynebacterium oculi
Enterococcus phoeniculicola
Cephaloticoccus primus
Cephaloticoccus capnophilus
Alkalicoccus urumqiensis
Woeseia oceani
Anaerobacillus alkaliphilus
Nesterenkonia pannonica
Aequorivita aquimaris
Quisquiliibacterium transsilvanicum
Siculibacillus lacustris
Aliiroseovarius crassostreae
Aquisediminimonas profunda
Kiloniella antarctica
Mycoavidus cysteinexigens
Edaphobacter dinghuensis
Silvibacterium dinghuense
Halodesulfovibrio spirochaetisodalis
Arenimicrobium luteum
Halobacillus trueperi
Hymenobacter glacieicola
Desulfurella amilsii
Comamonas piscis
Agarivorans aestuarii
Blastococcus capsensis
Rugosibacter aromaticivorans
Aquisalinus luteolus
Boudabousia marimammalium
Marinobacter halotolerans
Seohaeicola zhoushanensis
Marimicrobium arenosum
Paracoccus cavernae
Nitrincola alkalilacustris
Flavihumibacter sediminis
Thiomicrorhabdus hydrogeniphila
Micrococcoides hystricis
Xylanibacillus composti
Brevundimonas balnearis
Gellertiella hungarica
Deferrisoma palaeochoriense
Alkalihalobacillus macyae
Halopseudomonas xiamenensis
Aquimarina hainanensis
Neobacillus notoginsengisoli
Luteimonas notoginsengisoli
Phaeobacter piscinae
Taibaiella coffeisoli
Nitrosopumilus piranensis
Rhizobium puerariae
Halomicrobium urmianum
Luteimonas arsenica
Apibacter mensalis
Subtercola lobariae
Actibacterium ureilyticum
Cohnella kolymensis
Devosia humi
Flavobacterium lacunae
Chryseobacterium frigidum
Pseudogracilibacillus marinus
Falsiroseomonas arcticisoli
Sphingoaurantiacus polygranulatus
Salipaludibacillus aurantiacus
Vreelandella lutescens
Cypionkella collinsensis
Massilia psychrophila
Brevitalea deliciosa
Chryseobacterium defluvii
Halanaeroarchaeum sulfurireducens
Lysobacter tolerans
Roseibium salinum
Jiulongibacter sediminis
Tianweitania populi
Paenibacillus borealis
Henriciella algicola
Rhodobacter azollae
Pyrococcus kukulkanii
Fictibacillus halophilus
Pontibacter ummariensis
Tessaracoccus flavus
Novosphingobium ipomoeae
Halofilum ochraceum
Virgibacillus flavescens
Vicinamibacter silvestris
Pelagirhabdus alkalitolerans
Aestuariicoccus marinus
Ornithinibacillus californiensis
Pseudomonas paralactis
Pseudomonas lactis
Acidicapsa acidisoli
Uliginosibacterium paludis
Paenibacillus lacus
Streptomyces camponoticapitis
Photobacterium salinisoli
Frigoribacterium salinisoli
Paenibacillus bovis
Anaerobium acetethylicum
Paenibacillus marchantiophytorum
Sulfuricaulis limicola
Lutibacter profundi
Asanoa endophytica
Agathobaculum butyriciproducens
Rheinheimera salexigens
Moheibacter stercoris
Specibacter cremeus
Paraclostridium benzoelyticum
Dermabacter vaginalis
Sulfurovum riftiae
Bifidobacterium myosotis
Bifidobacterium hapali
Arthrobacter ginkgonis
Nocardioides ginkgobilobae
Sedimentitalea todarodis
Planctobacterium marinum
Bacillus piscicola
Sphingomonas zeicaulis
Thalassobaculum fulvum
Saccharibacillus deserti
Terasakiella brassicae
Spirosoma carri
Psychrobacillus lasiicapitis
Aurantisolimonas haloimpatiens
Virgibacillus kapii
Arthrobacter tumbae
Arthrobacter monumenti
Pseudalkalibacillus decolorationis
Kocuria pelophila
Ancylomarina subtilis
Flavisolibacter metallilatus
Longimicrobium terrae
Luteolibacter gellanilyticus
Desulfonatronospira sulfatiphila
Streptococcus caprae
Williamwhitmania taraxaci
Parviterribacter kavangonensis
Parviterribacter multiflagellatus
Roseovarius atlanticus
Rhodobacter lacus
Mariniluteicoccus endophyticus
Aquimarina aggregata
Polaribacter marinaquae
Pseudofulvibacter marinus
Shewanella gelidii
Peptococcus simiae
Latilactobacillus fuchuensis
Paenibacillus esterisolvens
Lysobacter silvestris
Marmoricola silvestris
Nakamurella silvestris
Flavobacterium gossypii
Martelella suaedae
Streptomyces yangpuensis
Mycolicibacterium oryzae
Taibaiella soli
Listeria goaensis
Algoriphagus roseus
Pontibacter mucosus
Fournierella massiliensis
Celeribacter persicus
Nocardioides conyzicola
Polygonibacillus indicireducens
Fermentibacillus polygoni
Rectinema cohabitans
Marinicrinis sediminis
Paenibacillus nasutitermitis
Bifidobacterium aquikefiri
Sellimonas intestinalis
Merdimonas faecis
Caldimicrobium thiodismutans
Aurantiacicella marina
Vogesella facilis
Thalassotalea euphylliae
Flavobacterium verecundum
Rhabdobacter roseus
Leeuwenhoekiella nanhaiensis
Octadecabacter ascidiaceicola
Paenibacillus cisolokensis
Rubritalea profundi
Rubrivirga profundi
Flavobacterium tyrosinilyticum
Kineococcus mangrovi
Paenibacillus cavernae
Clostridium guangxiense
Shimia abyssi
Nioella aestuarii
Pseudoruegeria aestuarii
Thalassovita litoraria
Subsaxibacter sediminis
Desulfitispora elongata
Sphingomonas piscinae
Deinococcus budaensis
Oleiagrimonas citrea
Dermabacter jinjuensis
Alkalicoccus halolimnae
Sulfodiicoccus acidiphilus
Haloarchaeobius baliensis
Paenibacillus silagei
Egicoccus halophilus
Egibacter rhizosphaerae
Tsukamurella sinensis
Tsukamurella hongkongensis
Rhodovulum aestuarii
Jeotgalibacillus alkaliphilus
Salinicoccus amylolyticus
Maliponia aquimaris
Peribacillus cavernae
Caenibacillus caldisaponilyticus
Megasphaera hexanoica
Xylanibacter rarus
Actinocorallia lasiicapitis
Acetivibrio saccincola
Flavobacterium lutivivi
Cypionkella psychrotolerans
Flexilinea flocculi
Lentimicrobium saccharophilum
Halococcoides cellulosivorans
Marinobacterium zhoushanense
Peribacillus loiseleuriae
Akkermansia glycaniphila
Apibacter adventoris
Variovorax gossypii
Herbinix luporum
Ventosimonas gracilis
Emticicia paludis
Hymenobacter aquatilis
Runella palustris
Paenibacillus arcticus
Ferrigenium kumadai
Flavobacterium aquicola
Chthonobacter albigriseus
Halomonas urumqiensis
Chryseobacterium glaciei
Ruegeria profundi
Ruegeria marisrubri
Pseudoponticoccus marisrubri
Flavobacterium tistrianum
Legionella drancourtii
Tessaracoccus rhinocerotis
Allopontixanthobacter sediminis
Halomonas garicola
Monaibacterium marinum
Phycicoccus endophyticus
Streptomyces spongiicola
Mangrovibacter phragmitis
Geobacillus lituanicus
Streptomyces verrucosisporus
Thiopseudomonas alkaliphila
Pontibacillus salipaludis
Algoriphagus confluentis
Pontibacter aurantiacus
Marinobacterium aestuariivivens
Tenacibaculum ascidiaceicola
Confluentibacter lentus
Marivivens donghaensis
Streptomyces palmae
Endozoicomonas acroporae
Aureimonas populi
Faecalibaculum rodentium
Hallella colorans
Croceicoccus mobilis
Croceicoccus pelagius
Marinirhabdus gelatinilytica
Niastella vici
Paenibacillus anaericanus
Levilactobacillus cerevisiae
Methylovulum psychrotolerans
Hymenobacter monticola
Pseudomonas abyssi
Paenibacillus xylanivorans
Tagaea marina
Lysobacter aestuarii
Sediminibacterium aquarii
Flavobacterium terriphilum
Heyndrickxia camelliae
Pullulanibacillus camelliae
Pedobacter solisilvae
Brevibacillus sediminis
Chloroflexus islandicus
Racemicystis crocea
Arenimonas aestuarii
Ensifer aridi
Halopseudomonas oceani
Tsuneonella rigui
Mongoliimonas terrestris
Microlunatus nigridraconis
Marinomonas algicida
Pyruvatibacter mobilis
Paenibacillus baekrokdamisoli
Agathobacter ruminis
Domibacillus iocasae
Domibacillus antri
Domibacillus mangrovi
Domibacillus epiphyticus
Luteimonas padinae
Secundilactobacillus silagincola
Secundilactobacillus pentosiphilus
Lysinibacillus telephonicus
Microbacterium telephonicum
Rhabdanaerobium thermarum
Pseudoduganella violacea
Paracoccus mangrovi
Hymenobacter pallidus
Stakelama algicida
Ruegeria denitrificans
Shimia thalassica
Paenibacillus mobilis
Methanosarcina flavescens
Microlunatus endophyticus
Pseudodesulfovibrio indicus
Alkalicoccobacillus murimartini
Virgibacillus carmonensis
Oceanobacillus picturae
Spirosoma aerophilum
Labilibaculum antarcticum
Seonamhaeicola algicola
Acetilactobacillus jinshanensis
Azospirillum agricola
Brevundimonas nasdae
Streptobacillus ratti
Pseudodesulfovibrio senegalensis
Maridesulfovibrio salinus
Wukongibacter baidiensis
Meiothermus taiwanensis
Victivallis vadensis
Thermithiobacillus plumbiphilus
Jatrophihabitans huperziae
Pelagirhabdus fermentum
Naumannella huperziae
Nitrincola schmidtii
Companilactobacillus insicii
Serpentinicella alkaliphila
Oryzomicrobium terrae
Nitratireductor aestuarii
Gaetbulibacter aquiaggeris
Saccharothrix algeriensis
Novosphingobium lotistagni
Aeromicrobium choanae
Hyphobacterium vulgare
Fodinibius halophilus
Pseudohalioglobus lutimaris
Hyunsoonleella rubra
Brumimicrobium aurantiacum
Bizionia sediminis
Salinimicrobium flavum
Filimonas zeae
Pedobacter zeae
Rhizobium wenxiniae
Novosphingobium fontis
Novosphingobium bradum
Flectobacillus fontis
Chitinibacter fontanus
Pseudoalteromonas fenneropenaei
Motilimonas eburnea
Agarilytica rhodophyticola
Croceibacterium salegens
Kandeliimicrobium roseum
Glycomyces lacisalsi
Sphingomonas palustris
Croceibacterium soli
Catenovulum sediminis
Crocinitomix algicola
Sphaerimonospora cavernae
Neobacillus cucumis
Sphingobacterium chuzhouense
Arthrobacter deserti
Thermostilla marina
Bacillus wudalianchiensis
Chelatococcus composti
Lysobacter terricola
Microlunatus aerolatus
Aureimonas pseudogalii
Aureimonas galii
Ancylobacter pratisalsi
Pontibacter rugosus
Furfurilactobacillus curtus
Ornithinicoccus halotolerans
Spongiibacter taiwanensis
Gracilimonas amylolytica
Fructilactobacillus ixorae
Inmirania thermothiophila
Dissulfurimicrobium hydrothermale
Mongoliibacter ruber
Tsukamurella serpentis
Niabella pedocola
Thiorhodococcus alkaliphilus
Flexivirga lutea
Lentibacillus salicampi
Hoyosella rhizosphaerae
Cypionkella aquatica
Cypionkella sinensis
Phenylobacterium panacis
Roseivirga thermotolerans
Rhodovulum algae
Gelatiniphilus marinus
Microlunatus kandeliicorticis
Methylomagnum ishizawai
Euzebyella marina
Paenibacillus periandrae
Pedobacter vanadiisoli
Sphingomonas faucium
Undibacterium arcticum
Aureisphaera salina
Lachnotalea glycerini
Flavobacterium crassostreae
Hydrogenophaga crassostreae
Thalassotalea crassostreae
Paenibacillus crassostreae
Saccharibacillus qingshengii
Micromonospora sonchi
Phenylobacterium aquaticum
Sphingomonas aquatica
Hankyongella ginsenosidimutans
Microbaculum marinum
Pontibacter virosus
Dissulfurirhabdus thermomarina
Cribrihabitans pelagius
Acidihalobacter ferrooxydans
Marinibaculum pumilum
Caviibacter abscessus
Paenibacillus pinistramenti
Sphingobacterium cellulitidis
Deinococcus actinosclerus
Vagococcus martis
Tritonibacter horizontis
Pseudohongiella nitratireducens
Nocardia shinanonensis
Roseateles oligotrophus
Oceanivirga salmonicida
Galliscardovia ingluviei
Variovorax humicola
Devosia elaeis
Larkinella soli
Spirosoma soli
Salinicola tamaricis
Sphingoaurantiacus capsulatus
Massilia pinisoli
Varunaivibrio sulfuroxidans
Leucobacter populi
Ancylobacter rudongensis
Nocardioides rotundus
Lunatimonas salinarum
Sediminivirga luteola
Pseudoalteromonas profundi
Rheinheimera marina
Croceitalea marina
Croceivirga lutea
Flagellimonas marina
Salipiger pallidus
Photobacterium alginatilyticum
Roseibium sediminis
Glutamicibacter mishrai
Sulfitobacter faviae
Psychrobacter pocilloporae
Hymenobacter gummosus
Thalassotalea coralli
Aneurinibacillus sediminis
Massilia eburnea
Nocardioides zeicaulis
Sphingobacterium zeae
Aureimonas glaciei
Nocardiopsis sediminis
Comamonas aquatilis
Flavobacterium fulvum
Flavobacterium pedocola
Flavobacterium humicola
Novosphingobium flavum
Lacinutrix cladophorae
Marinomonas epiphytica
Sphingomonas metalli
Campylobacter geochelonis
Kordia ulvae
Lysobacter rhizophilus
Niastella hibisci
Sulfuriferula thiophila
Arsenicitalea aurantiaca
Lipingzhangella halophila
Rhodobacter sediminis
Pseudoroseomonas suffusca
Pseudoroseomonas rubra
Gracilibacillus dipsosauri
Rufibacter ruber
Paenibacillus xanthanilyticus
Flavobacterium arcticum
Arcticibacterium luteifluviistationis
Leucobacter triazinivorans
Actinorhabdospora filicis
Bombella apis
Gottfriedia luciferensis
Acinetobacter larvae
Lentzea pudingi
Wenyingzhuangia fucanilytica
Microbacterium ulmi
Paenibacillus apis
Paenibacillus intestini
Marinomonas spartinae
Petroclostridium xylanilyticum
Puia dinghuensis
Marinicella sediminis
Wenzhouxiangella sediminis
Mucilaginibacter pedocola
Mesonia maritima
Thermodesulfobium acidiphilum
Anaerosporomusa subterranea
Flexivirga oryzae
Psychroflexus aestuariivivens
Pseudoroseicyclus aestuarii
Marimonas arenosa
Tessaracoccus arenae
Pseudothioclava arenosa
Paracoccus acridae
Echinicola strongylocentroti
Sphingomonas silvisoli
Thermodesulfatator autotrophicus
Gilvimarinus japonicus
Cupriavidus nantongensis
Sphingobacterium humi
Zeaxanthinibacter aestuarii
Piscinibacter defluvii
Paraglaciecola hydrolytica
Hespellia porcina
Sporosarcina terrae
Robinsoniella peoriensis
Vagococcus elongatus
Flavivirga eckloniae
Salibacter halophilus
Nocardioides baekrokdamisoli
Ruficoccus amylovorans
Microbacterium faecale
Amycolatopsis albispora
Pseudonocardia profundimaris
Micropepsis pineolensis
Rhodococcus sovatensis
Tepidibacillus infernus
Pleomorphochaeta caudata
Pyrobaculum igneiluti
Marinomonas gallaica
Marinomonas atlantica
Natronospira proteinivora
Natronotalea proteinilytica
Longimonas haloalkaliphila
Echinicola rosea
Pseudovibrio stylochi
Altericroceibacterium endophyticum
Zunongwangia endophytica
Immundisolibacter cernigliae
Streptococcus pantholopis
Massilia terrae
Massilia solisilvae
Massilia agilis
Sulfuriflexus mobilis
Oceanihabitans sediminis
Undibacterium danionis
Coetzeea brasiliensis
Phocicoccus schoeneichii
Mucilaginibacter phyllosphaerae
Rhodohalobacter halophilus
Corticicoccus populi
Sphingobacterium corticis
Sphingobacterium populi
Populibacterium corticicola
Anaerosacchariphilus polymeriproducens
Sphingomonas naphthae
Arvibacter flaviflagrans
Calidifontibacter terrae
Chryseobacterium cucumeris
Panacibacter ginsenosidivorans
Niabella aquatica
Phenylobacterium hankyongense
Sphingobacterium jejuense
Sphingomonas agri
Streptococcus halotolerans
Sanguibacter gelidistatuariae
Flavobacterium effusum
Paracoccus fontiphilus
Flectobacillus pallidus
Mucilaginibacter amnicola
Cellvibrio fontiphilus
Flavobacterium dispersum
Hymenobacter rivuli
Saccharothrix isguenensis
Streptosporangium becharense
Haloplanus rallus
Roseivirga maritima
Abyssicoccus albus
Nocardioides intraradicalis
Microvirgula curvata
Pseudoroseomonas deserti
Shinella curvata
Skermanella rosea
Taeania maliponensis
Flavimaricola marinus
Fulvivirga lutimaris
Actinomadura adrarensis
Paenibacillus aceti
Lutimaribacter marinistellae
Paracoccus aestuariivivens
Tenacibaculum sediminilitoris
Christiangramia sediminilitoris
Cognaticolwellia sediminilitoris
Bacillus marinisedimentorum
Marinobacterium aestuarii
Streptococcus marmotae
Niabella hibiscisoli
Silicimonas algicola
Pedobacter psychrophilus
Lentibacillus populi
Alicyclobacillus montanus
Desulforamulus ferrireducens
Litoribrevibacter euphylliae
Flavobacterium riviphilum
Undibacterium amnicola
Salsuginimonas clara
Flavihumibacter stibioxidans
Flavobacterium quisquiliarum
Pedobacter quisquiliarum
Gracilimonas halophila
Pseudofrankia asymbiotica
Kordia zosterae
Dokdonia lutea
Neolewinella aquimaris
Qipengyuania algicida
Algoriphagus iocasae
Paenibacillus sinopodophylli
Paenibacillus qinlingensis
Propioniciclava sinopodophylli
Spirosoma knui
Longivirga aurantiaca
Tsuneonella aeria
Dehalogenimonas formicexedens
Bacillus capparidis
Microbacterium tumbae
Salinicola halophilus
Flavitalea antarctica
Pelobium manganitolerans
Lacibacter nakdongensis
Pedobacter psychrotolerans
Sphingomonas prati
Phaeobacter porticola
Marinifilum albidiflavum
Hymenobacter bucti
Paenibacillus oryzae
Pontibacter litorisediminis
Maribacter litorisediminis
Companilactobacillus allii
Spirosoma swuense
Deinococcus ruber
Deinococcus persicinus
Billgrantia saliphila
Ornithinibacillus salinisoli
Huakuichenia soli
Methylobacillus methanolivorans
Filimonas aquilariae
Sphingomonas colocasiae
Devosia confluentis
Octadecabacter ponticola
Allopontixanthobacter confluentis
Demequina litorisediminis
Harryflintia acetispora
Saliphagus infecundisoli
Flexivirga endophytica
Clostridium pabulibutyricum
Dyella caseinilytica
Saccharicrinis aurantiacus
Flavivirga aquatica
Hymenobacter nivis
Rhizorhabdus dicambivorans
Massilia neuiana
Tenacibaculum todarodis
Novosphingobium guangzhouense
Longibacter salinarum
Paenibacillus rhizophilus
Larsenimonas suaedae
Limihaloglobus sulfuriphilus
Rubrobacter taiwanensis
Photorhabdus namnaonensis
Albirhodobacter confluentis
Algoriphagus aestuariicola
Rhodophyticola porphyridii
Niveitalea solisilvae
Parahaliea aestuarii
Roseitalea porphyridii
Roseovarius confluentis
Aquicoccus porphyridii
Calorithrix insularis
Perlucidibaca aquatica
Paenimyroides cloacae
Flavobacterium luticocti
Microvirga soli
Chryseobacterium nepalense
Roseomonas nepalensis
Amycolatopsis antarctica
Croceibacterium ferulae
Maribacter arenosus
Hydrogenophaga aquatica
Olivibacter composti
Mucilaginibacter antarcticus
Spiribacter roseus
Luteitalea pratensis
Haoranjiania flava
Amycolatopsis viridis
Petrothermobacter organivorans
Amycolatopsis granulosa
Pararhizobium arenae
Brevibacterium sediminis
Alteromonas pelagimontana
Luteolibacter flavescens
Floricoccus tropicus
Floricoccus penangensis
Sphingomonas gotjawalisoli
Mucilaginibacter craterilacus
Piscinibacter caeni
Pseudotenacibaculum haliotis
Marinirhabdus citrea
Rubrivivax rivuli
Sandaracinomonas limnophila
Ileibacterium valens
Dubosiella newyorkensis
Marinitoga arctica
Parapedobacter lycopersici
Terrimonas terrae
Parafilimonas rhizosphaerae
Hyphococcus flavus
Hymenobacter aquaticus
Hymenobacter seoulensis
Blastomonas marina
Microbacterium sorbitolivorans
Acidithiobacillus sulfuriphilus
Aliidongia dinghuensis
Nocardioides phosphati
Dyella lipolytica
Hymenobacter rutilus
Terrimonas crocea
Phreatobacter cathodiphilus
Aeribacillus composti
Acinetobacter defluvii
Bosea psychrotolerans
Herbihabitans rhizosphaerae
Paenibacillus tritici
Sphingobacterium alkalisoli
Allobranchiibius huperziae
Marinobacter salinus
Sphingobacterium bovisgrunnientis
Corynebacterium glaucum
Amycolatopsis palatopharyngis
Kibdelosporangium kanagawaense
Kibdelosporangium rhizosphaerae
Kibdelosporangium rhizovicinum
Nocardioides agrisoli
Tersicoccus solisilvae
Nesterenkonia cremea
Maribacter aurantiacus
Microvirga ossetica
Psychroflexus saliphilus
Pseudoflavitalea rhizosphaerae
Winogradskyella flava
Cumulibacter manganitolerans
Racemicystis persica
Paraliobacillus sediminis
Chengkuizengella sediminis
Lutibacter litorisediminis
Flavobacterium olei
Massilia agri
Sphingomonas olei
Sphingopyxis solisilvae
Rhodanobacter humi
Sphingomonas turrisvirgatae
Roseovarius aestuariivivens
Algoriphagus litorisediminis
Cognaticolwellia mytili
Tenacibaculum haliotis
Vagococcus humatus
Pseudoduganella danionis
Thalassospira indica
Epidermidibacterium keratini
Rathayibacter oskolensis
Roseobacter ponti
Larkinella ripae
Herbaspirillum camelliae
Rossellomorea marisflavi
Thermodesulfitimonas autotrophica
Pleomorphochaeta naphthae
Pseudorhodobacter ponti
Rhodoplanes azumiensis
Rhodoplanes tepidicaeni
Halomonas aestuarii
Salibacterium lacus
Desulfocucumis palustris
Apilactobacillus micheneri
Nakamurella antarctica
Limibaculum halophilum
Agaribacter flavus
Nitratireductor lacus
Companilactobacillus musae
Oceanisphaera avium
Tumebacillus avium
Poseidonibacter lekithochrous
Brevundimonas canariensis
Kineobactrum sediminis
Legionella busanensis
Chryseobacterium reticulitermitis
Hymenobacter coccineus
Hymenobacter glacialis
Hymenobacter lapidarius
Pedobacter jamesrossensis
Polaribacter litorisediminis
Tenacibaculum agarivorans
Rheinheimera coerulea
Fimbriiglobus ruber
Companilactobacillus metriopterae
Desulfobulbus oligotrophicus
Oceanibaculum nanhaiense
Lysinibacillus alkalisoli
Nioella sediminis
Luteimonas rhizosphaerae
Seonamhaeicola marinus
Haloplanus salinarum
Boudabousia tangfeifanii
Faecalimonas umbilicata
Malaciobacter canalis
Parapedobacter deserti
Actinophytocola xanthii
Christiangramia salexigens
Sphingorhabdus lutea
Desulfurobacterium indicum
Flavobacterium hibisci
Sulfuritortus calidifontis
Nocardioides thalensis
Phenylobacterium deserti
Sphingobacterium soli
Siminovitchia terrae
Thioclava nitratireducens
Silvanigrella aquatica
Thioclava sediminum
Paracoccus aerius
Nonlabens xylanidelens
Epilithonimonas tenax
Corynebacterium atypicum
Paenibacillus rhizoplanae
Ketobacter alkanivorans
Streptococcus ruminantium
Tibeticola sediminis
Indiicoccus explosivorum
Vibrio spartinae
Vibrio palustris
Aquimarina rubra
Polaribacter tangerinus
Dyella dinghuensis
Mesobacillus fermenti
Paralkalibacillus indicireducens
Oharaeibacter diazotrophicus
Fodinibius salicampi
Flavobacterium sufflavum
Nocardioides cavernae
Pseudonocardia nigra
