Binomial name
Streptomyces thinghirensis
Streptomyces stelliscabiei
Prevotella micans
Rhizobium mesoamericanum
Corynebacterium pseudogenitalium
Vibrio halioticoli
Burkholderia stagnalis
Streptomyces sanglieri
Methanosarcina siciliae
Streptomyces matensis
Streptomyces sclerotialus
Microbacterium hominis
Bordetella pseudohinzii
Streptomyces termitum
Streptomyces tricolor
Bifidobacterium boum
Aeromonas taiwanensis
Nocardia paucivorans
Streptomyces labedae
Terriglobus roseus
Mycobacterium shottsii
Streptomyces rubrogriseus
Streptomyces sanyensis
Streptomyces djakartensis
Streptococcus danieliae
Pseudomonas asturiensis
Xenorhabdus indica
Streptomyces pseudovenezuelae
Bradyrhizobium vignae
Acidithiobacillus ferridurans
Streptomyces omiyaensis
Streptomyces monomycini
Xenorhabdus poinarii
Streptomyces zaomyceticus
Pseudaminobacter salicylatoxidans
Vagococcus lutrae
Flavobacterium pectinovorum
Halococcus thailandensis
Rahnella aceris
Methylotuvimicrobium buryatense
Pantoea brenneri
Pseudomonas benzenivorans
Ruthenibacterium lactatiformans
Sporolactobacillus laevolacticus
Vibrio chagasii
Mycobacterium paraffinicum
Catellicoccus marimammalium
Pseudomonas panipatensis
Devriesea agamarum
Streptomyces luteogriseus
Leptospira alexanderi
Pseudoalteromonas ruthenica
Echinicola vietnamensis
Rahnella victoriana
Streptomyces showdoensis
Aquitalea magnusonii
Sphingomonas desiccabilis
Collimonas arenae
Enterocloster clostridioformis
Streptomyces decoyicus
Corynebacterium rouxii
Bacillus canaveralius
Helicobacter salomonis
Halorubrum tebenquichense
Pseudomonas alloputida
Mycobacterium riyadhense
Achromobacter aegrifaciens
Gluconobacter albidus
Pseudopedobacter saltans
Klebsiella pasteurii
Vibrio navarrensis
Dokdonia donghaensis
Rhizobium freirei
Hoeflea phototrophica
Streptomyces fragilis
Geobacillus vulcani
Brevibacillus invocatus
Pectobacterium polaris
Lacticaseibacillus zeae
Thermoclostridium stercorarium
Clostridium carnis
Streptomyces spinoverrucosus
Pseudoalteromonas shioyasakiensis
Mycobacterium shinjukuense
Haloferax larsenii
Pseudoalteromonas issachenkonii
Corynebacterium testudinoris
Bacillus nitratireducens
Paraburkholderia aromaticivorans
Pseudomonas borbori
Leeuwenhoekiella blandensis
Enterococcus caccae
Bradyrhizobium ottawaense
Bacillus gobiensis
Janibacter melonis
Corynebacterium tuscaniense
Streptomyces eurythermus
Streptomyces phaeoluteigriseus
Burkholderia pseudomultivorans
Pseudoalteromonas espejiana
Alteromonas australica
Streptomyces lateritius
Bradyrhizobium arachidis
Azospirillum doebereinerae
Streptomyces tunisiensis
Micrococcus antarcticus
Bizionia argentinensis
Vibrio breoganii
Paenalcaligenes hominis
Streptomyces minutiscleroticus
Vibrio hepatarius
Pseudomonas straminea
Streptomyces viridodiastaticus
Streptomyces flavofungini
Vibrio tritonius
Mammaliicoccus lentus
Paenibacillus favisporus
Streptomyces griseoloalbus
Raoultella electrica
Pseudomonas soli
Lentilactobacillus parafarraginis
Prescottella equi
Pseudomonas seleniipraecipitans
Leuconostoc holzapfelii
Methanosarcina vacuolata
Streptomyces paradoxus
Streptomyces alanosinicus
Brachyspira innocens
Pseudomonas kuykendallii
Pseudomonas caspiana
Streptomyces reticuliscabiei
Streptomyces durmitorensis
Streptomyces xanthochromogenes
Pseudoalteromonas distincta
Vibrio kanaloae
Sinorhizobium americanum
Psychrobacter pulmonis
Streptomyces lienomycini
Haloferax lucentense
Streptomyces catenulae
Clostridium sardiniense
Streptomyces sindenensis
Aeromonas simiae
Clostridium chromiireducens
Streptomyces fumanus
Natrinema pallidum
Mycobacterium cookii
Macrococcus canis
Segniliparus rugosus
Streptomyces lomondensis
Corynebacterium mustelae
Bradyrhizobium icense
Gordonia sihwensis
Mycobacterium sherrisii
Streptomyces graminearus
Brachybacterium conglomeratum
Cytobacillus oceanisediminis
Streptomyces cremeus
Pantoea allii
Atlantibacter subterranea
Yersinia similis
Enterococcus asini
Streptomyces bobili
Streptomyces kurssanovii
Vibrio nereis
Stomatobaculum longum
Streptomyces roseofulvus
Pseudomonas sagittaria
Lactobacillus kitasatonis
Streptomyces aurantiogriseus
Sphingomonas aquatilis
Bradyrhizobium betae
Streptomyces youssoufiensis
Alicyclobacillus hesperidum
Pseudomonas guangdongensis
Streptomyces jietaisiensis
Streptomyces spiralis
Amycolatopsis japonica
Lactiplantibacillus argentoratensis
Pseudomonas reidholzensis
Pseudomonas juntendi
Avibacterium gallinarum
Limosilactobacillus oris
Streptomyces intermedius
Streptomyces chilikensis
Alkalibacillus haloalkaliphilus
Citrobacter pasteurii
Streptomyces sundarbansensis
Enterobacter huaxiensis
Paraburkholderia terrae
Natrinema versiforme
Streptomyces finlayi
Lysinibacillus pakistanensis
Streptomyces ramulosus
Pseudomonas granadensis
Amycolatopsis azurea
Streptomyces gougerotii
Chryseobacterium scophthalmum
Parageobacillus caldoxylosilyticus
Loktanella agnita
Halococcus dombrowskii
Streptomyces capillispiralis
Rhizobium anhuiense
Streptomyces erythrogriseus
Xenorhabdus hominickii
Streptomyces deccanensis
Brevibacillus panacihumi
[Pseudomonas] carboxydohydrogena
Mycobacterium kubicae
Pseudomonas atacamensis
Paenibacillus phoenicis
Streptomyces umbrinus
Pigmentiphaga kullae
Mycobacterium bohemicum
Streptomyces yokosukanensis
Streptomyces geysiriensis
Actinomyces bowdenii
Brucella vulpis
Streptomyces viridobrunneus
Mycobacterium mantenii
Streptomyces violarus
Moritella yayanosii
Enterobacter sichuanensis
Streptomyces huasconensis
Bradyrhizobium jicamae
Listeria weihenstephanensis
Myroides profundi
Thioflavicoccus mobilis
Rothia amarae
Mycobacterium saskatchewanense
Chryseobacterium taeanense
Streptomyces pluricolorescens
Staphylococcus coagulans
Streptomyces thermocarboxydovorans
Oleidesulfovibrio alaskensis
Micrococcus endophyticus
Streptomyces torulosus
Dyella ginsengisoli
Aeromonas sanarellii
Staphylococcus microti
Vibrio atlanticus
Streptomyces mauvecolor
Streptomyces clavifer
Erwinia toletana
Brachybacterium muris
Rhodococcus koreensis
Klebsiella huaxiensis
Xylella taiwanensis
Pseudomonas bohemica
Streptomyces yanii
Leifsonia shinshuensis
Bhargavaea cecembensis
Mycobacterium kyorinense
Schaalia meyeri
Fusobacterium russii
Pseudochrobactrum saccharolyticum
Kocuria turfanensis
Methanocorpusculum parvum
Chryseobacterium lactis
Mycobacterium lacus
Rhodococcus gordoniae
Arsenicicoccus bolidensis
Pantoea conspicua
Viridibacillus arenosi
Yersinia aleksiciae
Streptomyces fumigatiscleroticus
Oceanicaulis alexandrii
Mycobacterium nebraskense
Achromobacter pulmonis
Flavobacterium saccharophilum
Microbacterium azadirachtae
Corynebacterium confusum
Xenorhabdus stockiae
Rhodococcus baikonurensis
Rhodococcus triatomae
Pseudomonas mohnii
Microbacterium luteolum
Mycobacterium timonense
Streptomyces laculatispora
Pseudomonas glycinae
Planococcus donghaensis
Mycoplasmoides pneumoniae
Dickeya aquatica
Flavobacterium frigidimaris
Corynebacterium epidermidicanis
Pseudomonas duriflava
Streptomyces africanus
Lachnospira eligens
Rhizobium tibeticum
Streptomyces brasiliensis
Micromonospora saelicesensis
Caballeronia insecticola
Acinetobacter tjernbergiae
Brucella papionis
Micrococcus terreus
Avibacterium volantium
Coprobacter fastidiosus
Pectobacterium actinidiae
Pseudomonas floridensis
Enterococcus canintestini
Streptomyces zagrosensis
Streptomyces flavovariabilis
Amycolatopsis lurida
Xanthomonas theicola
Bradyrhizobium lablabi
Bradyrhizobium daqingense
Brachybacterium saurashtrense
Corynebacterium uterequi
Paraburkholderia caribensis
Rhizobium indigoferae
Comamonas koreensis
Streptomyces violaceorubidus
Streptomyces tritolerans
Streptomyces araujoniae
Listeria rocourtiae
Sphaerochaeta globosa
Pseudoalteromonas spongiae
Aeromonas bivalvium
Streptomyces malachitofuscus
Bacillus luti
Lactobacillus mulieris
Streptomyces inhibens
Streptomyces gelaticus
Aquamicrobium defluvii
Streptomyces marokkonensis
Corynebacterium silvaticum
Mycobacterium conspicuum
Streptomyces carpinensis
Enterococcus silesiacus
Streptomyces variegatus
Xenorhabdus cabanillasii
Metamycoplasma hominis
Limosilactobacillus panis
Aeromonas rivipollensis
Chryseobacterium bernardetii
Neptuniibacter caesariensis
Legionella cincinnatiensis
Streptomyces xantholiticus
Moritella profunda
Thiomonas arsenitoxydans
Streptomyces violaceolatus
Sphingobium baderi
Pseudochrobactrum asaccharolyticum
Sphingomonas asaccharolytica
Pseudomonas endophytica
Fluoribacter gormanii
Paenibacillus cineris
Staphylococcus rostri
Agrobacterium albertimagni
Streptococcus entericus
Natronorubrum bangense
Sinorhizobium terangae
Pseudomonas haemolytica
Mycobacterium seoulense
Rhizobium fabae
Borreliella afzelii
Streptomyces cellostaticus
Mycobacterium shigaense
Dietzia timorensis
Klebsiella africana
Streptomyces heliomycini
Vibrio pectenicida
Pseudarthrobacter oxydans
Nocardia elegans
Micromonospora marina
Streptomyces brevispora
Streptomyces daghestanicus
Advenella incenata
Rodentibacter heylii
Burkholderia humptydooensis
Nitratireductor aquibiodomus
Pantoea rwandensis
Streptomyces asenjonii
Streptomyces dengpaensis
Streptomyces roseolilacinus
Streptomyces anthocyanicus
Citrobacter europaeus
Methanolobus vulcani
Streptomyces coeruleofuscus
Paraburkholderia kururiensis
Streptomyces aquilus
Streptomyces silaceus
Streptomyces chryseus
Microbacterium chocolatum
Parageobacillus thermantarcticus
Photobacterium galatheae
Streptomyces bangladeshensis
Pseudoalteromonas ulvae
Propionimicrobium lymphophilum
Pectobacterium punjabense
Streptomyces litmocidini
Campylobacter volucris
Streptomyces dangxiongensis
Mannheimia ruminalis
Lactobacillus fornicalis
Rhizobium alamii
Sphingobium amiense
Nonomuraea coxensis
Listeria newyorkensis
Streptomyces fulvorobeus
Sphingomonas mali
Microbacterium arabinogalactanolyticum
Oceanimonas doudoroffii
Salinivibrio proteolyticus
Kocuria atrinae
Psychrobacter sanguinis
Pseudomonas citri
Methylobacter marinus
Streptomyces rubiginosohelvolus
Streptomyces violaceorectus
Bartonella chomelii
Bifidobacterium lemurum
Planomicrobium okeanokoites
Streptomyces virens
Brevibacillus centrosporus
Flavobacterium aquidurense
Paenibacillus tianmuensis
Halobiforma lacisalsi
Paraburkholderia sabiae
Burkholderia aenigmatica
Gordonia aichiensis
Vibrio maritimus
Pantoea rodasii
Achromobacter deleyi
Elizabethkingia bruuniana
Elizabethkingia ursingii
Streptococcus devriesei
Schaalia turicensis
Afipia carboxidovorans
Mycobacterium palustre
Vibrio pomeroyi
Streptomyces paludis
Campylobacter peloridis
Photobacterium iliopiscarium
Aminobacter niigataensis
Streptomyces bullii
Mycolicibacterium gilvum
Mycobacterium heidelbergense
Virgibacillus necropolis
Microbulbifer agarilyticus
Bartonella coopersplainsensis
Neobacillus drentensis
Pseudomonas saxonica
Micromonospora chokoriensis
Lentilactobacillus rapi
Pseudomonas linyingensis
Dyella jiangningensis
Nocardiopsis aegyptia
Herbaspirillum aquaticum
Acinetobacter brisouii
Streptomyces muensis
Streptococcus rubneri
Streptomyces niveoruber
Streptomyces javensis
Sporolactobacillus terrae
Kosakonia oryziphila
Nocardia puris
Enterococcus canis
Streptomyces poonensis
Dyella thiooxydans
Paenarthrobacter nitroguajacolicus
Brachyspira suanatina
Gordonia desulfuricans
Agrobacterium salinitolerans
Streptomyces cadmiisoli
Bordetella bronchialis
Streptomyces cinerochromogenes
Streptomyces jeddahensis
Natrinema altunense
Haloferax prahovense
Parageobacillus toebii
Pseudomonas daroniae
Photobacterium rosenbergii
Pseudoalteromonas undina
Bordetella flabilis
Stenotrophomonas chelatiphaga
Nocardia cerradoensis
Vibrio alfacsensis
Achromobacter pestifer
Pandoraea thiooxydans
Mycoplasmopsis fermentans
Pseudomonas laurylsulfativorans
Alteromonas marina
Actinomadura citrea
Streptomyces melanogenes
Acinetobacter equi
Thalassospira profundimaris
Streptomyces novaecaesareae
Flavobacterium collinsii
Vibrio toranzoniae
Paenibacillus agaridevorans
Xenorhabdus innexi
Marinobacterium stanieri
Campylobacter subantarcticus
Polymorphospora rubra
Pseudoxanthomonas japonensis
Bacillus pakistanensis
Flavobacterium rivuli
Paraburkholderia caledonica
Bradyrhizobium erythrophlei
Streptomyces graminilatus
Microbacterium proteolyticum
Streptomyces adustus
Arthrobacter psychrochitiniphilus
Carnobacterium viridans
Amycolatopsis pretoriensis
Phyllobacterium trifolii
Rhizobacter gummiphilus
Corynebacterium felinum
Corynebacterium spheniscorum
Actinobaculum massiliense
Chryseobacterium ureilyticum
Streptomyces chiangmaiensis
Chryseobacterium polytrichastri
Pseudomonas dryadis
Streptomyces yerevanensis
Mycobacterium europaeum
Petrimonas sulfuriphila
Helicobacter cholecystus
Streptomyces aureocirculatus
Bradyrhizobium retamae
Streptomyces qinzhouensis
Pseudomonas bijieensis
Streptomyces tacrolimicus
Colwellia maris
Leifsonia poae
Sphingomonas leidyi
Avibacterium avium
Legionella lytica
Paenibacillus cookii
Pseudomonas khazarica
Streptomyces yogyakartensis
Bacteroides gallinarum
Streptomyces hokutonensis
Enterococcus ratti
Streptomyces phaeolivaceus
Streptomyces mutomycini
Azospirillum humicireducens
Rummeliibacillus pycnus
Streptomyces lavendulocolor
Paenibacillus azoreducens
Pseudomonas fluvialis
Streptomyces caniscabiei
Streptomyces liliifuscus
Halorubrum trapanicum
Streptomyces crystallinus
Streptococcus didelphis
Fluoribacter dumoffii
Ligilactobacillus acidipiscis
Propionibacterium australiense
Pseudomonas viciae
Streptomyces roseirectus
Flavobacterium glaciei
Aeromonas piscicola
Mesorhizobium muleiense
Bartonella ancashensis
Schaalia cardiffensis
Mesorhizobium qingshengii
Rhizobium acidisoli
Mycobacterium parmense
Bradyrhizobium guangdongense
Leuconostoc suionicum
Microbulbifer variabilis
Streptomyces albidochromogenes
Sphingomonas pruni
Paenibacillus provencensis
Streptomyces deserti
Paenibacillus motobuensis
Streptomyces phaeoluteichromatogenes
Vibrio xuii
Corynebacterium belfantii
Amycolatopsis vancoresmycina
Nocardia alba
Pseudomonas tohonis
Microbacterium saperdae
Nocardiopsis flavescens
[Haemophilus] piscium
Enterovibrio coralii
Pseudoalteromonas maricaloris
Staphylococcus pseudoxylosus
Corynebacterium caspium
Micromonospora matsumotoense
Pseudoalteromonas aliena
Cutibacterium modestum
Streptomyces plumbiresistens
Caballeronia glathei
Paraburkholderia caffeinilytica
Clostridium tarantellae
Pandoraea vervacti
Macrococcus carouselicus
Kurthia massiliensis
Pseudomonas siliginis
Acidovorax carolinensis
Achromobacter kerstersii
Enterobacter chuandaensis
Listeria booriae
Vibrio variabilis
Bacillus fungorum
Pseudomonas piscis
Helicobacter equorum
Burkholderia catarinensis
Pseudomonas zeshuii
Streptomyces siamensis
Trichococcus pasteurii
Acinetobacter kookii
Gordonia hongkongensis
Streptomyces fagopyri
Helicobacter ailurogastricus
Cupriavidus cauae
Pseudomonas kielensis
Micromonospora purpureochromogenes
Streptomyces roseoviridis
Paenibacillus rhizosphaerae
Streptomyces ardesiacus
Streptomyces viridiviolaceus
Clostridium punense
Mycolicibacterium rhodesiae
Streptomyces spongiae
Arthrobacter russicus
Pantoea deleyi
Falsibacillus pallidus
Paenibacillus hunanensis
Xanthomonas melonis
Pseudomonas inefficax
Nocardia neocaledoniensis
Novacetimonas hansenii
Neisseria animalis
Xanthomonas pisi
Streptomyces rhizosphaerihabitans
Pediococcus stilesii
Klebsiella spallanzanii
Pyxidicoccus fallax
Sphingobium cloacae
Pseudomonas tructae
Streptomyces roseoviolaceus
Kitasatospora albolonga
Desulfobacter curvatus
Paraburkholderia phenoliruptrix
Streptomyces graminifolii
Bacillus dafuensis
Burkholderia puraquae
Xanthomonas prunicola
Yoonia vestfoldensis
Streptomyces ossamyceticus
Gordonia soli
Mycobacterium paraense
Erythrobacter ramosus
Streptomyces heilongjiangensis
Granulicatella balaenopterae
Streptomyces scopiformis
Geobacillus icigianus
Streptomyces polymachus
Streptomyces malachitospinus
Legionella tucsonensis
Acidithiobacillus ferriphilus
Shewanella profunda
Enterococcus termitis
Leifsonia soli
Cytobacillus kochii
Asaia siamensis
Streptomyces albiflaviniger
Halorubrum coriense
Stenotrophomonas geniculata
Achromobacter animicus
Acinetobacter proteolyticus
Gordonia effusa
Borreliella garinii
Isoptericola dokdonensis
Rhodococcus marinonascens
Lentilactobacillus kisonensis
Sanguibacter inulinus
Chryseobacterium oncorhynchi
Streptomyces prasinosporus
Flavobacterium saliperosum
Rhizobium bangladeshense
Streptomyces tritici
Herbaspirillum chlorophenolicum
Gordonia malaquae
Micromonospora halophytica
Colwellia hornerae
Chryseobacterium taihuense
Streptomyces cinereospinus
Streptomyces staurosporininus
Macrococcus bohemicus
Pseudomonas hydrolytica
Streptomyces odonnellii
Limnobaculum parvum
Leptospira alstonii
Comamonas odontotermitis
Sphingobium quisquiliarum
Bartonella capreoli
Pseudomonas shirazica
Mycobacterium basiliense
Microbacterium kitamiense
Rothia endophytica
Kocuria salsicia
Clostridium saudiense
Pseudarthrobacter sulfonivorans
Macrococcus goetzii
Proteus columbae
Pseudomonas monsensis
Burkholderia orbicola
Microbacterium thalassium
Acidovorax defluvii
Streptomyces lasiicapitis
Acetomicrobium mobile
Streptomyces similanensis
Serratia nevei
Streptomyces longhuiensis
Corynebacterium hansenii
Bacillus isabeliae
Aeromonas rivuli
Actinomadura geliboluensis
Corallococcus macrosporus
Mycoplana dimorpha
Microbacterium saccharophilum
Nocardiopsis kunsanensis
Kingella negevensis
Rhizobium mesosinicum
Azospirillum rugosum
Caballeronia zhejiangensis
Flavobacterium plurextorum
Achromobacter dolens
Planococcus kocurii
Rickettsia asiatica
Nocardia gipuzkoensis
Sinorhizobium kostiense
Pseudomonas nitritireducens
Solibacillus kalamii
Pseudoclavibacter helvolus
Heliomicrobium modesticaldum
Paenibacillus fonticola
Mycolicibacterium chubuense
Vibrio europaeus
Rhizobium yanglingense
Clostridium liquoris
Cryobacterium psychrotolerans
Luteibacter anthropi
Streptomyces thermospinosisporus
Actinomadura atramentaria
Flavobacterium tructae
Mesorhizobium chacoense
Staphylococcus cornubiensis
Yersinia hibernica
Micromonospora coxensis
Gordonia cholesterolivorans
Corynebacterium crudilactis
Flavobacterium subsaxonicum
Streptomyces kronopolitis
Streptomyces cahuitamycinicus
Pectobacterium polonicum
Bradyrhizobium manausense
Paraburkholderia megapolitana
Agromyces aureus
Paenibacillus terrigena
Flavobacterium xinjiangense
Aminobacter lissarensis
Morococcus cerebrosus
Streptomyces ziwulingensis
Rhizobium binae
Mesorhizobium temperatum
Pseudomonas nicosulfuronedens
Bacillus arachidis
Nocardia flavorosea
Microbulbifer elongatus
Pseudomonas wadenswilerensis
Pseudomonas turukhanskensis
Cecembia lonarensis
Streptomyces yaanensis
Vibrio agarivorans
Lentilactobacillus diolivorans
Rhodococcus phenolicus
Rhizobium johnstonii
Streptomyces lacrimifluminis
Pseudomonas mangiferae
Bhargavaea beijingensis
Bartonella queenslandensis
Chryseobacterium geocarposphaerae
Rhizobium esperanzae
Actinomadura bangladeshensis
Enterococcus rotai
Streptomyces cinnabarigriseus
Marinobacter gudaonensis
Burkholderia mayonis
Trinickia caryophylli
Paenibacillus daejeonensis
Xenorhabdus ehlersii
Micromonospora profundi
Paraburkholderia bryophila
Brevibacterium ravenspurgense
Myroides phaeus
Acinetobacter albensis
Leifsonia rubra
Chryseobacterium rhizoplanae
Pseudomonas fildesensis
Vibrio japonicus
Kocuria carniphila
Streptomyces sennicomposti
Enterococcus saigonensis
Modestobacter multiseptatus
Streptomyces lushanensis
Bradyrhizobium paxllaeri
Streptococcus toyakuensis
Halorubrum lipolyticum
Mycolicibacterium mucogenicum
Streptomyces arcticus
Alteromonas hispanica
Pandoraea faecigallinarum
Streptomyces kaempferi
Streptomyces roietensis
Amycolatopsis lexingtonensis
Pseudomonas sichuanensis
Sphingomonas phyllosphaerae
Pseudarthrobacter psychrotolerans
Pseudomonas fitomaticsae
Bifidobacterium eulemuris
Pseudoalteromonas fuliginea
Chryseobacterium taichungense
Pusillimonas noertemannii
Dyella terrae
Staphylococcus caeli
Caenibius tardaugens
Pandoraea fibrosis
Achromobacter agilis
Veillonella infantium
Streptomyces capitiformicae
Clostridium aciditolerans
Microbacterium yannicii
Burkholderia singularis
Pseudomonas nunensis
Mycobacterium persicum
Bradyrhizobium viridifuturi
Citrobacter cronae
Epilithonimonas vandammei
Pseudomonas anuradhapurensis
Promicromonospora sukumoe
Paraphotobacterium marinum
Paraburkholderia terricola
Erwinia iniecta
Streptomyces asoensis
Planococcus plakortidis
Clostridium tepidum
Streptomyces glebosus
Myxococcus llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogochensis
Vibrio ezurae
Streptococcus marimammalium
Actinomadura yumaensis
Microbacterium mangrovi
Actinomadura mexicana
Streptomyces krungchingensis
Bradyrhizobium cajani
[Curtobacterium] plantarum
Pseudomonas kermanshahensis
Mycolicibacterium phocaicum
Sinorhizobium mexicanum
Bradyrhizobium rifense
Microbacterium ginsengiterrae
Halobiforma nitratireducens
Rhizobium lentis
Streptomyces nymphaeiformis
Kaistella jeonii
Leptothrix mobilis
Bifidobacterium tissieri
Rhizobium sophorae
Nocardiopsis alkaliphila
Mesorhizobium septentrionale
Mesorhizobium tamadayense
Promicromonospora citrea
Dietzia lutea
Providencia huaxiensis
Microterricola viridarii
Vibrio xiamenensis
Actinotignum sanguinis
Streptomyces lydicamycinicus
Rhizobium sophoriradicis
Pseudomonas xantholysinigenes
Streptomyces musisoli
Pseudomonas canavaninivorans
Legionella steigerwaltii
Pseudomonas promysalinigenes
Bradyrhizobium huanghuaihaiense
Pseudoalteromonas piratica
Nocardiopsis halophila
Tatumella morbirosei
Streptomyces pinistramenti
Mycoplana ramosa
Arthrobacter methylotrophus
Nonomuraea candida
Mesorhizobium camelthorni
Xanthomonas dyei
Acetobacter sicerae
Photobacterium aquimaris
Arhodomonas aquaeolei
Flavobacterium antarcticum
Bradyrhizobium symbiodeficiens
Rhizobium hidalgonense
Gordonia phthalatica
Arcanobacterium hippocoleae
Corynebacterium pollutisoli
Cnuibacter physcomitrellae
Corynebacterium pseudopelargi
Brucella pseudogrignonensis
Mycobacterium paraseoulense
Streptomyces altiplanensis
Haloterrigena salina
Bradyrhizobium cosmicum
Streptomyces albiflavescens
Microbacterium aurantiacum
Shewanella fidelis
Chimaeribacter arupi
Staphylococcus borealis
Pseudomonas iranensis
Vibrio celticus
Micromonospora endophytica
Blastomonas fulva
Corynebacterium choanae
Campylobacter armoricus
Shewanella morhuae
Lentibacillus jeotgali
Mycobacterium fragae
Asticcacaulis benevestitus
Salinibacterium amurskyense
Actinomadura vinacea
Vibrio ostreicida
Chromobacterium aquaticum
Lachnobacterium bovis
Rhizobium azibense
Enterobacter quasihormaechei
Streptococcus hongkongensis
Acinetobacter apis
Pseudomonas izuensis
Pseudomonas kurunegalensis
Photobacterium indicum
Bacillus hominis
Aeromonas australiensis
Bartonella krasnovii
Streptomyces bauhiniae
Mycolicibacter terrae
Mycobacterium pseudokansasii
Streptococcus porcorum
Fulvimonas soli
Rhizobium ruizarguesonis
Viridibacillus arvi
Streptococcus rupicaprae
Citrobacter telavivensis
Rahnella variigena
Sphingomonas endophytica
Bradyrhizobium amphicarpaeae
Natrialba hulunbeirensis
Macrococcus hajekii
Campylobacter ornithocola
Parabacteroides faecis
Patulibacter medicamentivorans
Enterococcus quebecensis
Microbulbifer aggregans
Colwellia piezophila
Nocardia vulneris
Bradyrhizobium denitrificans
Microbacterium oryzae
Bartonella rattaustraliani
Arcanobacterium pluranimalium
Mycetohabitans endofungorum
Pseudomonas solani
Nonomuraea jabiensis
Actinomadura graeca
Brevibacillus nitrificans
Trichococcus flocculiformis
Streptomyces venetus
Acinetobacter chinensis
Streptococcus downii
Streptomyces geranii
Clostridium nitrophenolicum
Achromobacter anxifer
Sinorhizobium kummerowiae
Pseudomonas tensinigenes
Bradyrhizobium shewense
Pseudomonas vanderleydeniana
Rhodonellum psychrophilum
Methanosarcina spelaei
Microbacterium hydrothermale
Heyndrickxia oleronia
Celeribacter neptunius
Bradyrhizobium iriomotense
Micromonospora haikouensis
Marinobacterium rhizophilum
Sphingobium scionense
Pseudomonas asgharzadehiana
Aeromonas lusitana
Bradyrhizobium neotropicale
Rhodovastum atsumiense
Microbacterium dextranolyticum
Microbacterium ketosireducens
Vibrio hispanicus
Shewanella seohaensis
Streptomyces apricus
Enterococcus ureasiticus
Musicola paradisiaca
Staphylococcus debuckii
Brachyspira alvinipulli
Enterobacter wuhouensis
Micromonospora krabiensis
Legionella santicrucis
Mycobacterium innocens
Actinopolymorpha singaporensis
Methanocorpusculum sinense
Shewanella marinintestina
Pseudomonas brassicae
Pantoea wallisii
Thomasclavelia ramosa
Pseudomonas muyukensis
Streptomyces boluensis
Chromobacterium phragmitis
Clostridium ganghwense
Saccharibacillus kuerlensis
Mycolicibacterium moriokaense
Azospirillum formosense
Aeromonas tecta
Shewanella aestuarii
Alicyclobacillus fastidiosus
Streptomyces cylindrosporus
Amycolatopsis tolypomycina
Streptomyces durocortorensis
Lelliottia jeotgali
Uruburuella suis
Pseudomonas fakonensis
Mammaliicoccus vitulinus
Chromobacterium amazonense
Nocardia kruczakiae
Staphylococcus singaporensis
Shewanella hafniensis
Methylomonas paludis
Streptomyces seymenliensis
Streptomyces polygonati
Enterococcus plantarum
Streptomyces fabae
Mycobacteroides salmoniphilum
Herbaspirillum autotrophicum
Gordonia insulae
Corynebacterium lubricantis
Citrifermentans bemidjiense
Longispora albida
Mycobacteroides immunogenum
Planococcus versutus
Paraburkholderia dioscoreae
Pseudomonas hamedanensis
Mesorhizobium sangaii
Streptomyces liliiviolaceus
Streptomyces triticisoli
Moritella japonica
Pectobacterium peruviense
Mycobacterium attenuatum
Actinomadura luteofluorescens
Paenibacillus cellulositrophicus
Mammaliicoccus stepanovicii
Polynucleobacter duraquae
Rhodopseudomonas pseudopalustris
Streptomyces indoligenes
Streptomyces salinarius
Nocardiopsis xinjiangensis
Streptomyces coriariae
Pseudomonas alvandae
Halobiforma haloterrestris
Reyranella massiliensis
Gordonia hydrophobica
Mycobacterium decipiens
Streptomyces hilarionis
Bacillus sanguinis
Amycolatopsis regifaucium
Macrococcus epidermidis
Streptomyces hayashii
Pseudomonas maumuensis
Actinomadura viridis
Mycobacterium angelicum
Haloarcula amylolytica
Mycobacterium bourgelatii
Nocardia kroppenstedtii
Paraburkholderia phenazinium
Azospirillum melinis
Planococcus halotolerans
Halomonas lutea
Caballeronia grimmiae
Phyllobacterium zundukense
Dyella marensis
Gluconobacter kondonii
Desulforapulum autotrophicum
Bacillus ectoiniformans
Paenibacillus thailandensis
Mycolicibacterium aichiense
Xanthomonas codiaei
Vibrio gallicus
Aliivibrio finisterrensis
Mycolicibacterium tokaiense
Streptococcus orisasini
Alteromonas lipolytica
Pseudoalteromonas peptidolytica
Aminobacter aganoensis
Enterococcus ureilyticus
Nocardiopsis metallicus
Micromonospora siamensis
Arcanobacterium canis
Streptomyces fructofermentans
Streptococcus azizii
Actinomadura nitritigenes
Priestia koreensis
Acetomicrobium flavidum
Candidimonas nitroreducens
Pigmentiphaga daeguensis
Acinetobacter lanii
Nocardia altamirensis
Streptococcus saliviloxodontae
Flavobacterium sinopsychrotolerans
Vibrio comitans
Enterococcus viikkiensis
Staphylococcus argensis
Streptomyces silvae
Mycolicibacterium parafortuitum
Actinophytocola oryzae
Rhizobium viscosum
Mycolicibacterium flavescens
Vibrio bivalvicida
Trueperella abortisuis
Pseudarthrobacter siccitolerans
Chryseobacterium arachidis
Mycolicibacterium poriferae
Acinetobacter pragensis
Micromonospora pisi
Pseudoalteromonas donghaensis
Streptomyces caeni
