binomial_name;motility;gram_staining;aerophilicity;extreme_environment_tolerance;biofilm_formation;animal_pathogenicity;biosafety_level;health_association;host_association;plant_pathogenicity;spore_formation;hemolysis;cell_shape
Nocardia puris;FALSE;gram stain positive;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;TRUE;FALSE;TRUE;NA;bacillus
Trichococcus shcherbakoviae;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;coccus
Mycobacterium basiliense;FALSE;gram stain positive;aerobic;NA;NA;TRUE;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;bacillus
Marinobacter lipolyticus;TRUE;gram stain negative;aerobic;TRUE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Pectobacterium punjabense;TRUE;gram stain negative;NA;FALSE;NA;NA;biosafety level 1;NA;TRUE;TRUE;FALSE;NA;bacillus
Herbaspirillum chlorophenolicum;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Actinomadura lepetitiana;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;bacillus
Brevibacillus porteri;TRUE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;bacillus
Brevibacillus fortis;TRUE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;bacillus
Vibrio tasmaniensis;TRUE;gram stain negative;NA;FALSE;NA;TRUE;biosafety level 1;NA;TRUE;FALSE;FALSE;NA;bacillus
Flavobacterium circumlabens;TRUE;gram stain negative;aerobic;NA;NA;TRUE;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Flavobacterium cupreum;TRUE;gram stain negative;aerobic;NA;NA;TRUE;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Enterococcus canis;FALSE;gram stain positive;aerobic;TRUE;NA;TRUE;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;NA
Komagataeibacter swingsii;FALSE;gram stain negative;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;NA
Komagataeibacter rhaeticus;FALSE;gram stain negative;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;NA
Paraburkholderia agricolaris;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;gamma;bacillus
Stenotrophomonas rhizophila;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;TRUE;TRUE;FALSE;NA;bacillus
Clostridium carboxidivorans;TRUE;gram stain positive;anaerobic;FALSE;TRUE;NA;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;bacillus
Achromobacter spanius;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;TRUE;FALSE;FALSE;gamma;bacillus
Brachybacterium endophyticum;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;NA
Streptomyces cadmiisoli;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;NA
Kribbella monticola;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;NA
Amycolatopsis pretoriensis;FALSE;gram stain positive;aerobic;FALSE;NA;TRUE;biosafety level 2;NA;FALSE;FALSE;TRUE;NA;NA
Amycolatopsis lexingtonensis;FALSE;gram stain positive;aerobic;FALSE;NA;TRUE;biosafety level 2;NA;FALSE;FALSE;TRUE;NA;NA
Amycolatopsis kentuckyensis;FALSE;gram stain positive;aerobic;FALSE;NA;TRUE;biosafety level 2;NA;FALSE;FALSE;TRUE;NA;NA
Brachybacterium muris;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Lentilactobacillus fungorum;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Photobacterium malacitanum;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Photobacterium andalusiense;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Neobacillus drentensis;TRUE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus
Neobacillus soli;TRUE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus
Methanosarcina barkeri;FALSE;gram stain positive;anaerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;NA;NA;coccus
Mycobacterium saskatchewanense;FALSE;gram stain positive;aerobic;NA;NA;TRUE;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;bacillus
Mycobacterium kyogaense;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;TRUE;FALSE;FALSE;NA;bacillus
[Curtobacterium] plantarum;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;TRUE;TRUE;FALSE;NA;bacillus
Pseudomonas sichuanensis;TRUE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Methanosarcina vacuolata;FALSE;NA;anaerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;NA;NA;coccus
Flavobacterium aquariorum;TRUE;gram stain negative;aerobic;NA;NA;TRUE;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Planococcus maitriensis;TRUE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;coccus
Mesorhizobium atlanticum;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;TRUE;FALSE;FALSE;NA;bacillus
Rhodococcus gordoniae;FALSE;gram stain positive;aerobic;TRUE;NA;FALSE;biosafety level 2;NA;FALSE;FALSE;FALSE;NA;bacillus
Halorubrum saccharovorum;FALSE;gram stain negative;aerobic;TRUE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Nocardia alba;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus
Yaniella halotolerans;FALSE;gram stain positive;aerobic;TRUE;NA;FALSE;biosafety level 1;NA;NA;FALSE;FALSE;NA;coccus
Nocardiopsis alkaliphila;FALSE;gram stain positive;aerobic;TRUE;NA;FALSE;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Dickeya lacustris;TRUE;gram stain negative;facultatively anaerobic;FALSE;NA;FALSE;biosafety level 1;NA;TRUE;TRUE;FALSE;NA;bacillus
Bartonella krasnovii;FALSE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 2;NA;TRUE;FALSE;FALSE;gamma;bacillus
Campylobacter novaezeelandiae;TRUE;gram stain negative;aerobic;NA;NA;TRUE;biosafety level 1;NA;NA;FALSE;FALSE;NA;spirillum
Pseudoalteromonas carrageenovora;TRUE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;FALSE;FALSE;FALSE;gamma;bacillus
Limosilactobacillus gastricus;FALSE;gram stain positive;facultatively anaerobic;NA;NA;NA;biosafety level 1;NA;TRUE;FALSE;FALSE;NA;bacillus
Mycolicibacterium canariasense;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;bacillus
Dyella tabacisoli;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Streptomyces paludis;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;tail
Nocardia shimofusensis;FALSE;gram stain positive;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;TRUE;FALSE;TRUE;NA;bacillus
Psychrobacter pulmonis;FALSE;gram stain negative;aerobic;NA;NA;TRUE;biosafety level 2;NA;NA;FALSE;FALSE;gamma;bacillus
Trinickia dinghuensis;FALSE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Microbacterium bovistercoris;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;NA
Arsenicicoccus bolidensis;FALSE;gram stain positive;aerobic;NA;NA;TRUE;biosafety level 1;NA;NA;FALSE;FALSE;NA;coccus
Tsuneonella suprasediminis;FALSE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;NA
Dyella japonica;TRUE;gram stain negative;aerobic;FALSE;FALSE;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Helicobacter vulpis;TRUE;gram stain negative;aerobic;NA;NA;TRUE;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;spirillum
Helicobacter labacensis;TRUE;gram stain negative;aerobic;NA;NA;TRUE;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;spirillum
Helicobacter mehlei;TRUE;gram stain negative;aerobic;NA;NA;TRUE;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;spirillum
Pseudomonas bubulae;TRUE;gram stain negative;aerobic;TRUE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;gamma;bacillus
Corynebacterium silvaticum;FALSE;gram stain positive;aerobic;FALSE;NA;TRUE;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;bacillus
Azospirillum cavernae;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Massilia cavernae;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;gamma;bacillus
Yersinia hibernica;TRUE;gram stain negative;aerobic;TRUE;NA;TRUE;NA;NA;TRUE;FALSE;FALSE;NA;bacillus
Streptomyces bauhiniae;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;tail
Mycobacterium pseudokansasii;FALSE;gram stain positive;aerobic;NA;NA;TRUE;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;bacillus
Mycobacterium innocens;FALSE;gram stain positive;aerobic;NA;NA;TRUE;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;bacillus
Mycobacterium attenuatum;FALSE;gram stain positive;aerobic;NA;NA;TRUE;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;bacillus
Nocardia neocaledoniensis;FALSE;gram stain positive;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus
Lactobacillus kitasatonis;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;TRUE;FALSE;FALSE;NA;bacillus
Pseudomonas alkylphenolica;TRUE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Rickettsia asiatica;FALSE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;TRUE;FALSE;FALSE;NA;bacillus
Nocardia xishanensis;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus
Shewanella putrefaciens;TRUE;gram stain negative;NA;FALSE;TRUE;TRUE;biosafety level 2;NA;FALSE;FALSE;FALSE;NA;bacillus
Actinomadura meyerae;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;bacillus
Mesorhizobium septentrionale;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;TRUE;FALSE;FALSE;NA;bacillus
Mesorhizobium temperatum;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;TRUE;FALSE;FALSE;NA;bacillus
Trinickia fusca;FALSE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;gamma;bacillus
Gordonia insulae;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;gamma;bacillus
Mycobacterium sherrisii;FALSE;gram stain positive;aerobic;NA;NA;TRUE;biosafety level 2;NA;NA;FALSE;FALSE;NA;bacillus
Planomicrobium okeanokoites;TRUE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;coccus
Mycobacterium nebraskense;FALSE;gram stain positive;aerobic;NA;NA;TRUE;biosafety level 1;NA;TRUE;FALSE;FALSE;NA;bacillus
Bradyrhizobium betae;TRUE;gram stain negative;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Yoonia vestfoldensis;FALSE;gram stain negative;aerobic;TRUE;NA;NA;biosafety level 1;NA;FALSE;NA;FALSE;NA;bacillus
Pseudoalteromonas aliena;TRUE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;FALSE;FALSE;FALSE;gamma;bacillus
Veillonella caviae;FALSE;gram stain negative;anaerobic;FALSE;NA;NA;biosafety level 1;NA;NA;NA;FALSE;gamma;coccus
Arthrobacter ulcerisalmonis;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Leptospira dzoumogneensis;TRUE;gram stain negative;anaerobic;FALSE;NA;NA;biosafety level 2;NA;TRUE;FALSE;NA;NA;spirillum
Leptospira sarikeiensis;TRUE;gram stain negative;anaerobic;FALSE;NA;NA;biosafety level 2;NA;TRUE;FALSE;NA;NA;spirillum
Leptospira koniambonensis;TRUE;gram stain negative;anaerobic;FALSE;NA;NA;biosafety level 2;NA;TRUE;FALSE;NA;NA;spirillum
Leptospira andrefontaineae;TRUE;gram stain negative;anaerobic;FALSE;NA;NA;biosafety level 2;NA;TRUE;FALSE;NA;NA;spirillum
Leptospira selangorensis;TRUE;gram stain negative;anaerobic;FALSE;NA;NA;biosafety level 2;NA;TRUE;FALSE;NA;NA;spirillum
Leptospira langatensis;TRUE;gram stain negative;anaerobic;FALSE;NA;NA;biosafety level 2;NA;TRUE;FALSE;NA;NA;spirillum
Leptospira semungkisensis;TRUE;gram stain negative;anaerobic;FALSE;NA;NA;biosafety level 2;NA;TRUE;FALSE;NA;NA;spirillum
Pectobacterium polonicum;TRUE;gram stain negative;NA;FALSE;NA;NA;biosafety level 1;NA;TRUE;TRUE;FALSE;NA;bacillus
Nocardia testacea;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;TRUE;FALSE;NA;NA;bacillus
Nocardia sienata;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;TRUE;FALSE;NA;NA;bacillus
Epilithonimonas vandammei;FALSE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 2;NA;FALSE;FALSE;FALSE;NA;bacillus
Mycolicibacterium nivoides;FALSE;gram stain positive;aerobic;NA;NA;TRUE;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;bacillus
Pseudomonas daroniae;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Pseudomonas dryadis;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Gulosibacter macacae;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Pseudomonas hydrolytica;TRUE;gram stain negative;aerobic;NA;NA;FALSE;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Streptomyces decoyicus;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;TRUE;TRUE;NA;tail
Streptomyces ossamyceticus;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;TRUE;TRUE;NA;tail
Streptomyces asoensis;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;tail
Vibrio aquaticus;TRUE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Vibrio ouci;TRUE;gram stain negative;NA;FALSE;NA;TRUE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Niallia taxi;TRUE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;bacillus
Mesorhizobium comanense;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;TRUE;FALSE;FALSE;NA;bacillus
Pseudomonas viciae;TRUE;gram stain negative;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;TRUE;TRUE;FALSE;NA;bacillus
Pandoraea capi;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Pandoraea commovens;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Pandoraea aquatica;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Pandoraea eparura;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 2;NA;NA;FALSE;FALSE;NA;bacillus
Pandoraea terrigena;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 2;NA;NA;FALSE;FALSE;NA;bacillus
Pandoraea soli;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 2;NA;NA;FALSE;FALSE;NA;bacillus
Pandoraea cepalis;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 2;NA;NA;FALSE;FALSE;NA;bacillus
Pandoraea anapnoica;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Pandoraea captiosa;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Halorubrum amylolyticum;FALSE;gram stain negative;aerobic;TRUE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Xylanimonas allomyrinae;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Campylobacter estrildidarum;TRUE;gram stain negative;aerobic;NA;NA;TRUE;NA;NA;NA;FALSE;FALSE;gamma;spirillum
Pseudomonas tructae;TRUE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Polynucleobacter paneuropaeus;FALSE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Enterobacter wuhouensis;TRUE;gram stain negative;NA;FALSE;NA;NA;biosafety level 2;NA;TRUE;TRUE;FALSE;NA;bacillus
Enterobacter quasihormaechei;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 2;NA;TRUE;TRUE;FALSE;NA;bacillus
Acinetobacter terrestris;FALSE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;gamma;bacillus
Actinomadura rubrisoli;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus
Flavobacterium rhamnosiphilum;FALSE;gram stain negative;aerobic;TRUE;NA;TRUE;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Prescottella subtropica;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Streptomyces aquilus;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;NA;TRUE;NA;tail
Brucella lupini;TRUE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 2;NA;NA;FALSE;FALSE;NA;bacillus
Cutibacterium modestum;FALSE;gram stain positive;anaerobic;FALSE;TRUE;NA;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;NA
Paucilactobacillus kaifaensis;FALSE;gram stain positive;NA;FALSE;NA;FALSE;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Bradyrhizobium frederickii;TRUE;gram stain negative;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Bradyrhizobium niftali;TRUE;gram stain negative;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Myroides albus;FALSE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Photobacterium lucens;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Alteromonas portus;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Sphingomonas phyllosphaerae;TRUE;gram stain negative;aerobic;FALSE;FALSE;FALSE;biosafety level 1;NA;FALSE;NA;FALSE;NA;bacillus
Methylibium rhizosphaerae;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Pseudomonas nicosulfuronedens;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Micromonospora pelagivivens;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;NA
Nocardia vermiculata;FALSE;gram stain positive;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus
Pseudomonas persica;TRUE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Pseudomonas yangonensis;TRUE;gram stain negative;aerobic;NA;NA;FALSE;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Halorubrum salsamenti;FALSE;gram stain negative;aerobic;TRUE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Mycolicibacterium fluoranthenivorans;FALSE;gram stain positive;aerobic;NA;NA;TRUE;biosafety level 1;NA;TRUE;FALSE;FALSE;NA;bacillus
Nocardia aurantia;FALSE;gram stain positive;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus
Klebsiella pasteurii;FALSE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 2;NA;TRUE;NA;FALSE;NA;bacillus
Desulfatibacillum alkenivorans;FALSE;gram stain negative;anaerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;NA
Flavobacterium restrictum;FALSE;gram stain negative;aerobic;TRUE;NA;TRUE;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Flavobacterium gawalongense;FALSE;gram stain negative;aerobic;TRUE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Isoptericola halalbus;FALSE;gram stain positive;NA;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;NA
Amycolatopsis acidicola;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus
Gordonia zhaorongruii;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Streptomyces qinzhouensis;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;tail
Paraburkholderia madseniana;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;gamma;bacillus
Pseudomonas haemolytica;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;NA;FALSE;NA;bacillus
Pseudomonas saxonica;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;gamma;bacillus
Paraburkholderia dioscoreae;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;gamma;bacillus
Acinetobacter rathckeae;FALSE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;gamma;NA
Chromobacterium paludis;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Yersinia canariae;TRUE;gram stain negative;aerobic;TRUE;NA;TRUE;NA;NA;NA;FALSE;FALSE;NA;bacillus
Pseudomonas kitaguniensis;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Cupriavidus cauae;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Pseudomonas piscis;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Microbacterium caowuchunii;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Nocardia kruczakiae;FALSE;gram stain positive;aerobic;FALSE;NA;TRUE;biosafety level 2;NA;NA;FALSE;TRUE;NA;bacillus
Microbacterium algeriense;FALSE;gram stain positive;aerobic;NA;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Kocuria carniphila;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;coccus
Janibacter melonis;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Flavobacterium frigidimaris;TRUE;gram stain negative;aerobic;NA;NA;TRUE;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Micromonospora mirobrigensis;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Rhodococcus phenolicus;FALSE;gram stain positive;aerobic;TRUE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Gordonia effusa;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Oceanimonas smirnovii;TRUE;gram stain negative;aerobic;TRUE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Bacteroides zhangwenhongii;FALSE;gram stain negative;anaerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Bacteroides luhongzhouii;FALSE;gram stain negative;anaerobic;FALSE;NA;NA;biosafety level 1;NA;TRUE;FALSE;FALSE;gamma;bacillus
Actinomadura physcomitrii;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus
Streptomyces phaeolivaceus;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;TRUE;TRUE;NA;tail
Janthinobacterium violaceinigrum;TRUE;gram stain negative;aerobic;NA;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Bartonella refiksaydamii;FALSE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 2;NA;TRUE;FALSE;FALSE;gamma;bacillus
