binomial_name;motility;gram_staining;aerophilicity;extreme_environment_tolerance;biofilm_formation;animal_pathogenicity;biosafety_level;health_association;host_association;plant_pathogenicity;spore_formation;hemolysis;cell_shape
Pseudonocardia sulfidoxydans;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus
Psychrobacter lutiphocae;FALSE;gram stain negative;aerobic;TRUE;NA;FALSE;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Pediococcus parvulus;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Xylophilus ampelinus;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;NA;FALSE;NA;bacillus
Roseovarius indicus;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;bacillus
Thermococcus barossii;TRUE;gram stain negative;anaerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;NA;NA;coccus
Thermococcus chitonophagus;TRUE;gram stain negative;anaerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;NA;NA;coccus
Raoultella ornithinolytica;TRUE;gram stain negative;NA;FALSE;NA;FALSE;biosafety level 1;NA;TRUE;FALSE;FALSE;NA;bacillus
Saccharothrix variisporea;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus
Saccharopolyspora endophytica;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Streptomyces araujoniae;FALSE;gram stain positive;aerobic;NA;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;tail
Actinomyces oris;FALSE;gram stain positive;NA;FALSE;TRUE;FALSE;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;NA
Massilia niastensis;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;NA
Kistimonas alittae;TRUE;gram stain negative;NA;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Citrobacter koseri;TRUE;gram stain negative;NA;FALSE;NA;NA;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;bacillus
Streptomyces silaceus;FALSE;gram stain positive;aerobic;FALSE;NA;TRUE;biosafety level 2;NA;FALSE;FALSE;TRUE;NA;tail
Streptomyces venezuelae;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;tail
Dietzia lutea;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Amycolatopsis australiensis;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Friedmanniella luteola;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;coccus
Microlunatus okinawensis;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;coccus
Microlunatus sagamiharensis;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;coccus
Mycolicibacterium vulneris;FALSE;gram stain positive;aerobic;NA;NA;TRUE;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;bacillus
Arthrobacter pityocampae;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Oceanidesulfovibrio indonesiensis;TRUE;gram stain negative;anaerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Pantoea agglomerans;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 2;NA;TRUE;TRUE;FALSE;NA;bacillus
Brevibacillus centrosporus;TRUE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;bacillus
Brevibacillus choshinensis;TRUE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;bacillus
Brevibacillus formosus;TRUE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;bacillus
Brevibacillus parabrevis;TRUE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;bacillus
Brevibacillus reuszeri;TRUE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;bacillus
Streptomyces thinghirensis;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;tail
Arachidicoccus rhizosphaerae;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Methylobacillus rhizosphaerae;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Erwinia amylovora;TRUE;gram stain negative;facultatively anaerobic;NA;TRUE;NA;biosafety level 1;NA;TRUE;TRUE;FALSE;NA;bacillus
Pectobacterium betavasculorum;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;TRUE;TRUE;FALSE;NA;bacillus
Pantoea cypripedii;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;TRUE;FALSE;NA;bacillus
Erwinia persicina;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;TRUE;NA;FALSE;NA;bacillus
Erwinia rhapontici;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;TRUE;NA;FALSE;NA;bacillus
Vibrio gallaecicus;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Mesorhizobium olivaresii;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;TRUE;FALSE;FALSE;NA;bacillus
Pantoea ananatis;TRUE;gram stain negative;NA;FALSE;NA;TRUE;biosafety level 1;NA;TRUE;TRUE;FALSE;NA;bacillus
Acidovorax carolinensis;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;NA;FALSE;NA;bacillus
Pectobacterium carotovorum;TRUE;gram stain negative;facultatively anaerobic;FALSE;TRUE;FALSE;biosafety level 1;NA;TRUE;TRUE;FALSE;NA;bacillus
Flavobacterium chungangense;TRUE;gram stain negative;aerobic;NA;NA;TRUE;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Pseudomonas toyotomiensis;TRUE;gram stain negative;aerobic;NA;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Dactylosporangium tropicum;TRUE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Dickeya chrysanthemi;TRUE;gram stain negative;facultatively anaerobic;FALSE;NA;FALSE;biosafety level 1;NA;TRUE;TRUE;FALSE;NA;bacillus
Zhihengliuella somnathii;FALSE;gram stain positive;NA;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Neomicrococcus aestuarii;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;NA
Pseudomonas benzenivorans;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Corynebacterium freiburgense;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Aeromonas lacus;TRUE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;NA;FALSE;FALSE;gamma;bacillus
Aeromonas aquatica;TRUE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;NA;FALSE;FALSE;gamma;bacillus
Gordonia cholesterolivorans;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Kineococcus rhizosphaerae;TRUE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;coccus
Leucobacter komagatae;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Sorangium cellulosum;FALSE;gram stain negative;aerobic;FALSE;TRUE;NA;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;NA
Mycobacterium mantenii;FALSE;gram stain positive;aerobic;NA;NA;TRUE;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;bacillus
Asanoa hainanensis;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Jiangella alba;TRUE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Borreliella tanukii;TRUE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;TRUE;FALSE;NA;NA;spirillum
Bacillus safensis;TRUE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus
Photobacterium iliopiscarium;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Paenibacillus cellulositrophicus;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus
Novosphingobium sediminicola;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Mycobacterium bohemicum;FALSE;gram stain positive;aerobic;NA;NA;TRUE;biosafety level 1;NA;TRUE;FALSE;FALSE;NA;bacillus
Herbidospora sakaeratensis;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;coccus
Xanthomonas bromi;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;TRUE;TRUE;FALSE;NA;bacillus
Xanthomonas cucurbitae;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;TRUE;TRUE;FALSE;NA;bacillus
Xanthomonas hortorum;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;TRUE;TRUE;FALSE;NA;bacillus
Xanthomonas pisi;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;TRUE;TRUE;FALSE;NA;bacillus
Xanthomonas vasicola;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;TRUE;TRUE;FALSE;NA;bacillus
Xanthomonas codiaei;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;TRUE;TRUE;FALSE;NA;bacillus
Xanthomonas theicola;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;TRUE;TRUE;FALSE;NA;bacillus
Trinickia dabaoshanensis;FALSE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;gamma;bacillus
Atlantibacter hermannii;TRUE;gram stain negative;NA;TRUE;NA;FALSE;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;bacillus
Streptomyces spongiae;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;NA;TRUE;NA;tail
Pseudescherichia vulneris;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 2;NA;TRUE;TRUE;FALSE;NA;bacillus
Aliivibrio sifiae;TRUE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;TRUE;FALSE;FALSE;NA;bacillus
Aeropyrum pernix;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;coccus
Mycolicibacterium mucogenicum;FALSE;gram stain positive;aerobic;NA;NA;TRUE;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;bacillus
Rhizobium gallicum;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;gamma;bacillus
Rhizobium giardinii;TRUE;gram stain negative;aerobic;FALSE;FALSE;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;NA
Halanaerobium kushneri;FALSE;NA;anaerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;bacillus
Algoriphagus olei;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Litorimonas taeanensis;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Psychrobacter glacincola;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Shewanella gelidimarina;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Dickeya poaceiphila;TRUE;gram stain negative;NA;FALSE;NA;FALSE;biosafety level 1;NA;NA;NA;FALSE;NA;bacillus
Helicobacter salomonis;TRUE;gram stain negative;aerobic;NA;NA;TRUE;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;spirillum
Nonomuraea monospora;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus
Nonomuraea wenchangensis;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;NA
Streptomyces sanyensis;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;tail
Micromonospora rhizosphaerae;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;NA
Pseudoroseomonas aestuarii;FALSE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Deinococcus caeni;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Staphylococcus microti;FALSE;gram stain positive;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;TRUE;FALSE;FALSE;beta;NA
Streptosporangium minutum;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Algoriphagus ratkowskyi;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;NA
Microbacterium esteraromaticum;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Methylobacterium bullatum;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Pseudonocardia parietis;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Rhizobium fabae;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;gamma;bacillus
Laceyella tengchongensis;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Microvirgula aerodenitrificans;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Thiorhodococcus minor;TRUE;gram stain negative;anaerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Rahnella variigena;TRUE;gram stain negative;aerobic;NA;NA;TRUE;biosafety level 1;NA;TRUE;NA;FALSE;NA;bacillus
Deinococcus grandis;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Raoultella planticola;TRUE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;TRUE;NA;FALSE;NA;bacillus
Humidesulfovibrio idahonensis;TRUE;gram stain negative;anaerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Polynucleobacter necessarius;FALSE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Raoultella terrigena;TRUE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;TRUE;NA;FALSE;NA;bacillus
Citrobacter braakii;TRUE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 2;NA;NA;NA;FALSE;NA;bacillus
Enterococcus asini;FALSE;gram stain positive;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;coccus
Demequina salsinemoris;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Prauserella sediminis;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Marinobacter zhanjiangensis;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Zhihengliuella salsuginis;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Borreliella turdi;TRUE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;TRUE;FALSE;NA;NA;spirillum
Kribbella koreensis;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;NA;NA;NA
Dactylosporangium darangshiense;TRUE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Kluyvera cryocrescens;TRUE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 2;NA;TRUE;TRUE;FALSE;NA;bacillus
Adlercreutzia mucosicola;FALSE;gram stain positive;anaerobic;FALSE;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;NA
Actinocorallia herbida;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus
Actinomadura viridis;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus
Planotetraspora mira;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Spirillospora albida;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus
Methylobacterium pseudosasicola;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Methylorubrum pseudosasae;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Methylobacterium phyllostachyos;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;bacillus
Paenibacillus methanolicus;TRUE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Rhodanobacter glycinis;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Oceanobacillus sojae;TRUE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus
Rhodovulum strictum;TRUE;gram stain negative;anaerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;NA
Streptomyces canus;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;tail
Streptomyces mauvecolor;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;tail
Kitasatospora azatica;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;tail
Kitasatospora cystarginea;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;tail
Kitasatospora kifunensis;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;tail
Kitasatospora mediocidica;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;tail
Proteus mirabilis;TRUE;gram stain negative;NA;NA;TRUE;TRUE;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;bacillus
Proteus vulgaris;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;bacillus
Methylopila jiangsuensis;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Providencia rettgeri;FALSE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;bacillus
Yaniella soli;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;coccus
Brevundimonas naejangsanensis;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Gordonia spumicola;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Gordonia crocea;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;NA;gamma;bacillus
Alteromonas australica;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Citricoccus parietis;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;coccus
Methanobacterium subterraneum;FALSE;NA;anaerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;NA
Sphingobium wenxiniae;FALSE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Dietzia aerolata;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Chryseobacterium scophthalmum;FALSE;gram stain negative;aerobic;NA;NA;TRUE;biosafety level 2;NA;NA;FALSE;FALSE;NA;bacillus
Mycolicibacterium wolinskyi;FALSE;gram stain positive;aerobic;NA;NA;TRUE;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;bacillus
Paracoccus marcusii;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;bacillus
Mycolicibacterium novocastrense;FALSE;gram stain positive;aerobic;NA;NA;TRUE;biosafety level 2;NA;NA;FALSE;FALSE;NA;NA
Pantoea dispersa;TRUE;gram stain negative;NA;FALSE;NA;NA;biosafety level 1;NA;TRUE;TRUE;FALSE;NA;bacillus
Paenibacillus chondroitinus;TRUE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Paenibacillus illinoisensis;TRUE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Aeromonas piscicola;TRUE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;NA;FALSE;FALSE;gamma;bacillus
Flavobacterium sinopsychrotolerans;FALSE;gram stain negative;aerobic;TRUE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Terrabacter tumescens;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;coccus
Kribbella sandramycini;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;NA
Nocardioides nitrophenolicus;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;NA
Latilactobacillus graminis;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Lactiplantibacillus paraplantarum;FALSE;gram stain positive;NA;NA;NA;NA;biosafety level 1;NA;TRUE;FALSE;FALSE;NA;bacillus
Caballeronia glathei;FALSE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;TRUE;FALSE;FALSE;gamma;bacillus
Paraburkholderia phenazinium;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;gamma;bacillus
Burkholderia pyrrocinia;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;gamma;bacillus
Burkholderia vietnamiensis;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 2;NA;TRUE;TRUE;FALSE;gamma;bacillus
Actinomadura formosensis;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus
Sanguibacter suarezii;TRUE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Sanguibacter inulinus;TRUE;gram stain positive;aerobic;NA;NA;TRUE;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Rhizobium yanglingense;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;gamma;bacillus
Ureibacillus xyleni;TRUE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus
Ureibacillus acetophenoni;TRUE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Serratia marcescens;TRUE;gram stain negative;NA;FALSE;TRUE;TRUE;biosafety level 2;NA;TRUE;TRUE;FALSE;NA;bacillus
Allochromatium minutissimum;TRUE;gram stain negative;anaerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Lelliottia amnigena;TRUE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 2;NA;TRUE;NA;FALSE;NA;bacillus
Kluyvera intermedia;TRUE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 2;NA;TRUE;TRUE;FALSE;NA;bacillus
Arenibacter algicola;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Hoyosella altamirensis;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Desulfonatronum thiosulfatophilum;TRUE;gram stain negative;anaerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Soonwooa buanensis;FALSE;gram stain negative;aerobic;NA;NA;NA;NA;NA;NA;FALSE;FALSE;NA;NA
Pseudoalteromonas donghaensis;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;gamma;bacillus
Acidiphilium multivorum;TRUE;gram stain negative;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Shewanella baltica;TRUE;gram stain negative;NA;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus
Paraburkholderia solisilvae;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Micromonospora fulva;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Catenulispora fulva;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Yersinia enterocolitica;TRUE;gram stain negative;facultatively anaerobic;TRUE;NA;TRUE;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;bacillus
Microbacterium agarici;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
